comment,score,likes
😂😂😂😂😅😅😅darn cat!!!!,0,0
I’m not moving until there’s fresh fish on the menu,0.3182,0
Such a hard life being a cat,-0.1027,0
Наелся и спит,0,0
We want the cat 🐈,0.0772,0
CHILLING,-0.0258,0
Plot twist: depression,-0.5719,0
Me after a month of stay at home order! 💀,0,0
Cat had a long shift of to many beers. Now I'm just going to lay here  with the hangover,0,0
Stoned AF,0,0
Garfield in the flesh,0,0
BEWARE OF CAT. ON THE FLOOR.,0,0
Plot twist: it’s dying.,0,0
Cat: who cares what happens! I am the boss,0.5093,0
Someone give this cat a pillow,0,1
Surprised they haven’t ate it yet,0.2263,0
Main course,0,0
“This cat is dead. Somebody get me a new cat”,-0.6486,3
Lol 😻,0.4215,0
Cat: So trusting of humans.,0.4576,0
He domesticated that restaurant!,0,0
"Workers yelling at the department of sanitation inspectors:

''He's the fucking restaurant owner, and a god damn good one, running this joint successfully for 10 years! He can do whatever he pleases! You ain't feeding us, he is! If he wants to sleep on the floor - he can sleep on the fucking floor!''",0.8544,0
He's after eating a hash plant or something,0,0
I thought for a minute that that cat was a stuffed animal.  LOL 🤣🤣🤣🤣,0.5473,0
The effect of sake,0,0
That cat high as fuck,-0.5423,1
"""Too... much... lasagna...""",0,0
Signs of low T,-0.2732,0
"Oh to be unbothered like this cat, I want such a life",0.4215,11
😆😆😆😆😆😆👍,0,0
Раслабуха!!!),0,0
Jajajaj eso esperaba ahí acostado que alguien le rascara la barriga,0,0
Yeaaaap .... That's ma Killer !!! :D,-0.2831,0
You knew he wasn't gonna do anything do why did you watch??,0,0
My ex would lay like this in bed during shex.,0.3612,0
When the cat lay down like a star fish I lost it 😂😂😂😂,0.0516,1
The cat is not lazy the cat wants to be pet love ❤️ thats why the cat is laying in the middle of the floor trying to block peoples paths. The cat wants ❤️,0.5283,0
Hahahaha😂😂😂my cat does this in the garden when it's hot,0,0
"0:32 Yep, someone's definitely blocking my light... Urgh! 😒",0.3802,2
my cat lays in the road - amazing she has lived this long,0.5859,0
"This cat gets rubs and pets when he does it. When I lay naked in the middle of a restaurant floor, I have the cops called on me and I spend a night in jail.",0,28
Good thing he ain't my cat.  He be homeless sleeping on a curbside somewhere.,0.4404,0
4 millions views wow,0.5859,0
very lovely cat ..i love it..hug and kisses kittie,0.9117,0
Cat on drugs,0,0
She almost didn't look real from afar but as the owner got closer her tail moved then the eyes.,0,0
😍😍😍😍😍,0,0
I like Don't Care and Enjoy Life Attitude of Cat. We Human need to learn from this Cat.,-0.4129,1
its typical an orange colour cat behaviour .,0,0
Orange Cassidy's cat😎,0,0
too cute 😍,0.4588,0
Hey this cat is repenting on behalf of the peoples sins in the land. The cat is praying.,-0.128,0
"Floor exists*
Cat: its free real estate",0.5106,1
"Obviously the Restaurant has yet to serve a client who is allergic to cats 
😂 🐈 💀",-0.296,0
Cats sleep. They are nocturnal they are up at night. It could be sick! Or it could have bad habits. This is a safety hazard for staff and clientele. Put kitty up on a bed. This is a stupid video.,-0.8268,0
This is not a common scene indeed. Usually cats don't like to expose belly like this one.,-0.4168,0
Must be a Coffee shop in Amsterdam,0,0
Omg and I thought that I was the only one who had a cat that could NOT KEEP HER LEGS CLOSED LMAO,0.6841,0
Restoranın sahibi herhalde çok tatlı🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🤗🇹🇷,0,0
Ok,0.296,0
I think the cat k holed,0,1
نوم العافيه 🌷🌷😂,0,1
Its protesting on the food poisoning going on ..,-0.765,0
Now this is how a act. Awesome,0.6249,0
mais folgado que pirulito na boca de banguelo.,0,0
Folgado ao extremo,0,0
Garfield. ??,0,0
that cat should at least wait till dark to do his drinkin........,0,4
High on Catemine,0,0
"People might say the cat is out of line....  but what people don't know is that the cat is actually the owner of the establishment.

It does what it wants.",0,0
That cats on a whole bucket of percs,0,0
"""Should not have done that last bong""",0,5
Just imagine a child accidentally running or stepping in the poor cat.,-0.6705,0
That cat needs medical attention get him to the ER,0,0
In my next life...,0,0
CAT-A-STROPHIC,0,0
"I was hoping it doesn't get stepped on or anything, but awwww 😊",0.2263,0
0 f*cks given for humanity,0,1
I WOULDNT BE SURPRISED IF THE CAT TURNED OUT TO BE THE OWNER OF THE DINER....😆😆😆,-0.1695,0
Dead ass cat,-0.8316,1
They gave it acid,0,0
Ha ha!,0.6239,0
Hangover???,0,0
"He looks like roadkill.
❤ it when cats sleep like hoomans",0.6124,3
Happy very beautiful cat doesn't live in Chinatown.,0.8357,0
"CAT:  NOW, STRETCHING IS VERY ESSENTIAL FOR YOUR STATIONARY WORKOUT!!!!!!!???????   CAT:  I, FINALLY, GET TO RETIRE, NOW!!!!!!!  CAT:  GOOD HELP IS SO, SO, SO-O-O-O DIFFICULT TO ACQUIRE!!!!!!!???????",0.6894,0
Well it's drunk obviously. We've all done it.,-0.0772,0
That's me 😂😂😂 doing a job/task i hate   or in my period 😂😂😂😂😂,-0.5719,0
This cat droid has it's motivator broken,-0.4767,0
Me after my fine girlfriend and I have sex 😩 .,0.2023,0
Why is a cat allowed in a restaurant in the first place??,0,0
The chillest cat ever,0,0
He's the coolest! I love fat cats that chill on the couch too!😃,0.6988,0
猫咪 :啊，难道就没有谁馋朕的身子么,0,0
and the legend says the lazzy cat lay to this days,0,0
If that was China that cat would be on someone's plate!!!,0,0
Someone put catnip in my milk...,0,0
"Hahaha, careful, he might end up being lunch",0.6369,0
I’d be doing the same thing if my restaurant got a Michelin star.,0,19
This cat rules!,0,0
"Cats have essentially become symbiotic apex predators.

If they want meat, they send their humans out.

Basically cats are the GOAT life form.",0.0772,0
"Эй,сладушкин 🥰🥰🥰🤗🤗🤗❤❤❤😘😘😘",0,0
If me and that cat are similar that cat is drunk as hell.,-0.7906,1
Cute,0.4588,0
"If thats a busy restaurant 
Then museums are overcrowded",0,0
lindooooo,0,0
Some one call 911...cat with covid 19,0,0
Someone step on it one good time and I bet you it will sleep somewhere else 😂😂😂,0.4404,0
Like a boss!,0.4199,0
"We call that starfishing in my house😂, the best position ever for relaxation!",0.8356,0
That’s me in life. Chillin like a villain 😎,-0.2732,0
"Of course, she's the owner of the restaurant. She owns everything including all the people there... 
😸😸😸🐈🐱",0,0
Hmm... Interesting 🤔,0.4019,0
I wonder what the restaurant did with the cat after the cameras went off.....,0,0
That cat’s still here from last night’s happy hour,0.5719,0
Ahhh ...Night Shift.,0,0
The Cat Is So Cute ❤️,0.5095,0
Cats. They own the world,0,0
The boss is king.,0,0
"Parece un diputado Méxicano del PRI, PAN, PRD, PVEM, MC.",0,0
"'Heavy night last night Bob?'
'Yep'",0,0
Cat learns about Beerus.                             Cat next day:,0,0
Actual live footage of me lying in bed everyday since quarantine,-0.5267,282
타이레놀 마렵노,0,0
Cat not lazy that cat is drunk,-0.0747,0
"People: you can be whatever you want when you grow up 

Cat: imma be a floor",0.0772,40
Como tanto?,0,0
"So funny, My wife and I have two little shits of our own and when a cat is loved they are so much fun and have personalities that are endless! Our two kids bring us so much joy and new antics everyday that I would not trade them for the world!!! Thanks for the video!!!",0.9517,0
I didn't think it was real at first,0,0
"God, I wish that were me",0.5859,0
"I've never seen a cat stretch out like that. I would assume he had ""left the building"".",0.3612,0
"The Cat is like"" oh man I'm fucking tired, spent the whole night crushing mice's heads.",-0.4927,0
Y'all over served my dude.,0,0
He's on strike,-0.128,0
"Esta hermoosooote el pinshi gatooote.
Saludos desde Tabasco en México",0,0
This reminds   me of Garfield .,0,0
This is fing hilarious,0.4019,0
It is dead.,-0.6486,0
I wonder how many people asked if the cat was dead.,-0.6486,0
That cat looks delicious 😋,0.5719,0
懶貓在很忙的餐廳不想動,0,0
😄😄😄😄,0,0
Garfield eat your heart out!,0,0
Looks like cat ate too much .,0.3612,0
"Cat : shit , im full !",-0.5983,0
Time to play kick the cat👊🏽👊🏽👊🏽👊🏽🐱🐱🐱🐱,0.34,1
Had to watch till 0:40 to make sure the fellow was alive,0.5994,0
"😉...A lesson on how to relax, no one does it quite a cat.",0.1779,0
There’s a cat in a restaurant? Why?,0,0
Lol. keep that cat. Got to give that massive belly rub.,0.4215,0
RUB HIS BELLY DAMIT,0,0
restaurant was not busy though😸,0,0
Animals know when it's safe... She's getting a good vibe...lol 😂💯👌,0.4404,0
that cat is surely drunk not lazy..see the eyes movements,0.128,0
that cat is surely drunk not lazy..see the eyes movements,0.128,0
Alcohol more,0,0
She looks sick,-0.5106,0
It’s just so splayed out there. I thought it was dead at first 😂,-0.6486,5
She's very coåmfortable,0,0
"Good life, good life, good life, good life",0.891,0
This is like my cat. He goes to the kitchen and doesn’t move 😆 all spread out in the floor,0.3612,14
A trusting animal,0.4019,0
When puss in boots has too much leche 🥛,0,0
Жизнь удалась!,0,0
"I had too much to drink.step on me,I don't care.",-0.3875,0
That cat gives zero fucks lol,-0.0772,0
Just watched a video where two black men were arrested while sitting in a restaurant. Makes you wonder,-0.4767,1
Lmao one of my dog's does this too. I'll see him outside belly up stretched completely horizontal for like a half an hour. He loves sunbathing without moving a thing.,0.885,0
That's me avoiding all the people around me,-0.34,3
That is NOT a busy restaurant mate!,0,0
😆,0,0
That's one fat cat,0,0
Got corona virus.,0,0
It keeps the vermine away.,0,0
"Actually,that cat is in silent protest mode.Boss didnt give his salary yet...so,wait there",-0.25,8
Cat life and they have 9 of them!!😂😂😂,0,0
Oh she's High 🙃🤣,0,0
My cat is the same way,0,0
Lelah sepertinya habis nyangkul di sawah,0,0
Bet he won't do that shit in a Korean BBQ all you can eat,0.4449,0
"Ahh yes the typical cat, seen here in the Pacific theater - 1942 (colorized)",0.4019,0
"Tanto azúcar y tanta comida basura , es normal!!",0,0
It really fell out of the bag when the shipment came in. The back door was broke and mistakes were made.,-0.6486,0
Good thing that's not chains restaurant😂,0.4404,0
How I am during this quarantine,0,1
Garfield after the lasagna,0,0
This cat sleep like my basset hound and my house he won't move where of shit unless you tell him to move 🤣🤣,-0.2732,0
...a lousy cat indeed.,-0.5423,0
He hates mondays...,-0.4404,0
#Goals,0,0
❤️,0,0
I think I'll take a cat nap,0,0
Go around maaaaan!,0,0
"In my next life I wanna be a Cat,just God please dont put me in China I wanna have a long life as a Cat...😳lol",0.5267,0
He just wants attention lol,0.4215,0
Cat got into the lean,0,0
That is one seriously relaxed kitty. I'm so jealous. 😝😁,-0.3327,0
She is totaly stoned .,0,0
It’s in Asia so it’s basically like one of those lobster tanks where you can pick what lobster you want to eat,0.4703,0
Nice throw rug!😂,0.4753,0
Wuhan?,0,0
Looks like it has big night.,0.3612,0
Literally perfect spot for belly rubs.,0.5719,0
oh no! covid19,-0.3595,0
It's my chillin day,0,0
"This cat is saying, who wants to be an alley cat, really guys, ""i got it made""!!!!!😸😸😸😸😸😁😁😁",0,0
hahaha   looks just like my cat.,0.7269,0
are you guys sure he's not diabetic?,0.3182,0
He is drunk,-0.34,0
bebas😸😸😸😸,0,1
LoL 🤣 my cat does that in the hallway it's sooooo annoying to get around.,0.0258,0
Cat with chill,0,0
This restaurant is greasing the PALMS of this areas health inspectors.,0,0
Hahahaha!,0,0
I guess they’ve got to act special not to become dinner. Well played,0.7351,0
Drunk,-0.34,0
Marijuana edibles,0,0
"cat: fuck this life, i got to sleep zzzzz",-0.5423,0
"It could be someone's dinner on that restaurant. Hey, run my friend!",0.5411,0
I thought that my extremely spoiled Persian cat was the only cat entitled enough to sleep on his back like that.😆,0.5574,26
Bruh😄,0,0
Somewhere in Thailand,0,0
It show that cat have a lot of confidence to be it back . The cat is well taking care of....,0.8225,0
Sure he's not sick?? Or This cat is really comfortable in his environment...and lazy,0.7547,0
Leave him/her alone him/her loving life! Bless,0.6996,0
"Y'all don't read smh, it's a she not a he 😫",0.2411,0
This Cat Rocks!,0,0
The cat is obviously drugged.,0,0
They probably  poisoned  him  were he can't  move  if he  knows  what's good  he'd  run  for  his life  in that Chinese  restaurant,-0.0772,0
"How much cat nip did you take?

Cat: ""this much"" *sprawls out with paws wide*",0,64
50 shades of fur,0,0
"I would've shot the fucker straight to the moon,☠️☠️☠️☠️ Gtfoh with this shit😅",-0.5267,0
That is too funny!!,0.5399,0
Why did I watch this? 😂😂,0,0
My spirit animal,0.1779,0
Обалдеть 😁😁😁,0,0
Gato baiano fodase,0,0
heehehe.he is the bos of our resto bro.wkwkwkw,0,0
This is me on quarantine.,0,0
